NumCatalogPurchases,NumDealsPurchases,education_PhD,marital_Divorced,Customer_Days,RFM_Group_New Customers,Response,MntWines,NumWebPurchases,education_Basic,RFM_Group_About To Sleep,RFM_Group_At Risk,MntFishProducts,marital_Together,NumWebVisitsMonth,MntGoldProds,Teenhome,MntMeatProducts,NumStorePurchases,marital_Single,Recency,marital_Widow,Age_Demographic_Gen Y,RFM_Group_Promising,Income
-0.9391249409643623,-0.1718781170235778,1.8739020655857792,-0.32763490773780735,-1.5581901475159032,-0.1270001270001905,1.0,-0.8324935687581677,-0.4027046925229252,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6482706592640859,1.6641005886756872,1.0888763987533046,-0.8142613513615252,-0.939401957726816,-0.6885029010905459,-0.871281568709511,-0.5231120428610696,0.9930083763499781,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.9078776270133209
0.8337950032363388,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-1.3029563224793603,-0.1270001270001905,0.0,2.0909090627461646,0.3361107808108658,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,1.2486674317178366,-0.6009252125773316,-0.14055263948063787,-0.5478711340628615,0.9079838320503341,1.1659430867950684,-0.2584663026793765,1.911636357157207,0.8895573786996427,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,2.0694022120076268
-0.9391249409643623,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-1.0869892397561316,-0.1270001270001905,0.0,-0.8944425649858074,-1.1415201658567162,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6482706592640859,-0.6009252125773316,0.6790667193419904,-0.7762056060331447,0.9079838320503341,-0.7254072988594139,-1.1776892017245781,-0.5231120428610696,1.1999103716506487,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.41230896267482275
-0.9391249409643623,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,0.11064640079995422,-0.1270001270001905,0.0,-0.8472433297647486,-0.7721124291898207,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.41562730848328405,-0.6009252125773316,0.6790667193419904,-0.6810662427121934,-0.939401957726816,-0.6654376524850035,-0.871281568709511,1.911636357157207,1.0619757081168684,-0.18925945865232652,2.362644609804616,-0.14227759830611808,-0.49300204567784256
-0.5845409521242221,-0.1718781170235778,1.8739020655857792,-0.32763490773780735,0.7340059350238186,-0.1270001270001905,0.0,-0.0006070479870055696,0.3361107808108658,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6840619439995939,-0.6009252125773316,0.6790667193419904,-0.41467602541352966,-0.939401957726816,-0.4209460172662533,0.6607565963658253,-0.5231120428610696,-1.696717562558741,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.10278402715335301
-0.5845409521242221,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-1.3863981498951532,-0.1270001270001905,0.0,-0.7144954807055206,-0.4027046925229252,-0.1483786456324558,1.734673141860134,-0.13153341044116412,-0.6124793745285779,-0.6009252125773316,0.2692570399306763,-0.585926879391242,-0.939401957726816,-0.5731766580628336,-0.871281568709511,-0.5231120428610696,-1.2484299060739545,-0.18925945865232652,2.362644609804616,-0.14227759830611808,-0.7636067104878498
-0.9391249409643623,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-0.8661138142437388,-0.1270001270001905,0.0,-0.8236437121542192,-0.7721124291898207,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6840619439995939,1.6641005886756872,-0.14055263948063787,-0.7762056060331447,-0.939401957726816,-0.623920204995027,-0.871281568709511,-0.5231120428610696,1.5447470304850999,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.18280023588313002
-0.9391249409643623,-0.1718781170235778,-0.5336458176577128,-0.32763490773780735,0.8861645614879115,-0.1270001270001905,0.0,-0.8236437121542192,-0.7721124291898207,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6840619439995939,1.6641005886756872,-0.550362318891952,-0.8523170966899057,0.9079838320503341,-0.70695509997498,-0.871281568709511,-0.5231120428610696,1.5102633646016548,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.4407376821510215
-0.22995696328408186,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-1.3078646652685246,-0.1270001270001905,1.0,-0.7351451461147338,-0.7721124291898207,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6840619439995939,-0.6009252125773316,-0.550362318891952,0.061020791191227,0.9079838320503341,-0.7023420502538714,-1.1776892017245781,1.911636357157207,0.958524710466533,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,0.019536823654100668
-0.9391249409643623,-0.1718781170235778,-0.5336458176577128,-0.32763490773780735,-0.321287764646503,-0.1270001270001905,0.0,-0.8737928995765941,-1.1415201658567162,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6840619439995939,-0.6009252125773316,0.6790667193419904,-0.7571777333689544,0.9079838320503341,-0.7300203485805223,-0.871281568709511,-0.5231120428610696,1.3723287010678744,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.7066525752107033
0.12462702555605835,0.3508684319929591,1.8739020655857792,3.0521778247153635,-0.046420568453302946,-0.1270001270001905,0.0,0.6601822451078182,1.074926254144657,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,0.5507373793754313,-0.6009252125773316,-0.14055263948063787,1.6783899676473997,0.9079838320503341,0.017293706239053554,2.1927947614411614,-0.5231120428610696,-1.3518809037242898,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,0.894880303444199
-0.5845409521242221,-0.1718781170235778,-0.5336458176577128,-0.32763490773780735,-1.4060315210518104,-0.1270001270001905,0.0,-0.788244285738425,-1.1415201658567162,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6303750168963319,1.6641005886756872,-0.9601719983032662,-0.5478711340628615,0.9079838320503341,-0.6792768016483289,-0.871281568709511,-0.5231120428610696,1.5447470304850999,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.22911777543788917
-0.5845409521242221,2.4418546280591067,-0.5336458176577128,-0.32763490773780735,0.5671222801922329,-0.1270001270001905,0.0,-0.11270523163702031,1.074926254144657,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,0.013868108342811648,1.6641005886756872,1.0888763987533046,1.0314422970649306,0.9079838320503341,-0.6331463044372441,-0.2584663026793765,-0.5231120428610696,0.682655383398972,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,-0.5309070049794409
1.188378992076479,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-0.5568882185263887,-0.1270001270001905,,0.3445373595669872,0.7055185174777613,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.27246216954125213,1.6641005886756872,-0.9601719983032662,0.6508848437811252,0.9079838320503341,0.5893118716565068,1.5799794954110271,-0.5231120428610696,-0.11046893192026562,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,1.2390708713881764
-0.5845409521242221,-0.6946246660401146,-0.5336458176577128,-0.32763490773780735,-1.2489645517985533,-0.1270001270001905,1.0,-0.8088939511476383,-1.1415201658567162,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,-0.6482706592640859,-0.6009252125773316,-1.3699816777145803,-0.8523170966899057,0.9079838320503341,-0.670050702206112,-0.871281568709511,-0.5231120428610696,1.1654267057672036,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,0.25044764715465356
0.47921101439619856,-0.1718781170235778,-0.5336458176577128,-0.32763490773780735,1.4358989538743117,7.874007874011812,0.0,1.3858704866315978,-0.4027046925229252,-0.1483786456324558,-0.5764774791680204,-0.13153341044116412,1.016024080937035,-0.6009252125773316,0.6790667193419904,1.9257523122818732,-0.939401957726816,1.5442131639259649,-0.2584663026793765,1.911636357157207,-0.6277239201719423,-0.18925945865232652,-0.42325451566018524,-0.14227759830611808,0.8507867793586663
